network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,1061,10/1/2004,1/1/2100,40.06,-107.01,9080,Snow Water Equivalent,CO,Routt,Yamcolo Reservoir-Bear River,Bear River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1061,07J03S  ,BRRC2,8
snotel,327,10/1/1979,1/1/2100,37.71,-107.51,11600,Snow Water Equivalent,CO,Mineral,Bear Creek-Rio Grande,Beartown,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=327,07M32S  ,BRTC2,8
snotel,1041,11/15/2002,1/1/2100,39.6,-106.51,8500,Snow Water Equivalent,CO,Eagle,Beaver Creek-Eagle Creek,Beaver Ck Village,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1041,06K45S  ,BCVC2,8
snotel,335,10/1/1978,1/1/2100,39.8,-105.78,11300,Snow Water Equivalent,CO,Grand,Upper Fraser River,Berthoud Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=335,05K14S  ,BTSC2,8
snotel,345,10/1/1985,1/1/2100,39.76,-107.36,10880,Snow Water Equivalent,CO,Garfield,Headwaters Deep Creek,Bison Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=345,07K12S  ,BLSC2,8
snotel,1185,7/28/2011,1/1/2100,37.79,-108.18,11580,Snow Water Equivalent,CO,Dolores,Fish Creek,Black Mesa,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1185,08M12S  ,BMSC2,8
snotel,1161,10/1/2010,1/1/2100,40.89,-105.66,8920,Snow Water Equivalent,CO,Larimer,Upper Dale Creek,Black Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1161,05J28S  ,BMNC2,8
snotel,369,10/1/1979,1/1/2100,39.09,-106.54,10600,Snow Water Equivalent,CO,Lake,North Fork Lake Creek,Brumley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=369,06K40S  ,BRMC2,8
snotel,938,8/10/1998,1/1/2100,39.3,-106.11,11150,Snow Water Equivalent,CO,Park,Headwaters Middle Fork South Platte River,Buckskin Joe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=938,06K16S  ,BUCC2,8
snotel,913,9/15/1995,1/1/2100,40.23,-106.6,9240,Snow Water Equivalent,CO,Grand,Red Dirt Creek,Buffalo Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=913,06J18S  ,BUFC2,8
snotel,378,10/1/1978,1/1/2100,39.88,-107.6,9400,Snow Water Equivalent,CO,Rio Blanco,North Elk Creek,Burro Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=378,07K02S  ,BURC2,8
snotel,380,10/1/1979,1/1/2100,38.89,-106.95,10160,Snow Water Equivalent,CO,Gunnison,Washington Gulch-Slate River,Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=380,06L11S  ,BUTC2,8
snotel,386,10/1/1978,1/1/2100,37.65,-107.81,8880,Snow Water Equivalent,CO,San Juan,Headwaters Cascade Creek,Cascade,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=386,07M05S  ,CSCC2,8
snotel,387,10/1/1990,1/1/2100,37.66,-107.8,8920,Snow Water Equivalent,CO,San Juan,Headwaters Cascade Creek,Cascade #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=387,07M35S  ,CADC2,8
snotel,1101,9/7/2007,1/1/2100,39.26,-106.63,10110,Snow Water Equivalent,CO,Pitkin,Deeds Creek-Fryingpan River,Chapman Tunnel,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1101,06K46S  ,HAPC2,8
snotel,1059,9/10/2004,1/1/2100,38.16,-106.6,10020,Snow Water Equivalent,CO,Saguache,Luders Creek,Cochetopa Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1059,06L06S  ,CZSC2,8
snotel,408,10/1/1978,1/1/2100,40.39,-106.6,9160,Snow Water Equivalent,CO,Jackson,Upper Grizzly Creek,Columbine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=408,06J03S  ,COLC2,8
snotel,409,10/1/1985,1/1/2100,38.42,-108.38,9400,Snow Water Equivalent,CO,Montrose,Potter Creek,Columbine Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=409,08L02S  ,CPSC2,8
snotel,904,8/30/1994,1/1/2100,37.44,-108.02,10785,Snow Water Equivalent,CO,La Plata,Headwaters La Plata River,Columbus Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=904,08M10S  ,CMBC2,8
snotel,412,10/1/1979,1/1/2100,40.21,-105.57,8600,Snow Water Equivalent,CO,Boulder,Headwaters North Saint Vrain Creek,Copeland Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=412,05J18S  ,COPC2,8
snotel,415,10/1/1978,1/1/2100,39.49,-106.17,10550,Snow Water Equivalent,CO,Summit,West Tenmile Creek,Copper Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=415,06K24S  ,CPMC2,8
snotel,426,10/1/1985,1/1/2100,40.17,-107.06,9100,Snow Water Equivalent,CO,Rio Blanco,Outlet Hunt Creek,Crosho,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=426,07J04S  ,CRSC2,8
snotel,430,10/1/1978,1/1/2100,37.21,-105.2,10500,Snow Water Equivalent,CO,Costilla,Headwaters Culebra Creek,Culebra #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=430,05M03S  ,CULC2,8
snotel,431,10/1/1979,1/1/2100,37.02,-106.45,10040,Snow Water Equivalent,CO,Conejos,Wolf Creek,Cumbres Trestle,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=431,06M22S  ,CUMC2,8
snotel,438,10/1/1978,1/1/2100,40.81,-105.77,10220,Snow Water Equivalent,CO,Larimer,Lower Dale Creek,Deadman Hill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=438,05J06S  ,DDMC2,8
snotel,457,10/1/1979,1/1/2100,40.53,-106.78,8400,Snow Water Equivalent,CO,Routt,City of Steamboat Springs-Yampa River,Dry Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=457,06J01S  ,DRLC2,8
snotel,936,8/10/1998,1/1/2100,39.66,-105.59,10600,Snow Water Equivalent,CO,Clear Creek,Vance Creek,Echo Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=936,05K27S  ,ECLC2,8
snotel,465,10/1/1985,1/1/2100,37.79,-108.02,10000,Snow Water Equivalent,CO,Dolores,Cayton Valley-Dolores River,El Diente Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=465,08M06S  ,EDSC2,8
snotel,467,10/1/1978,1/1/2100,40.85,-106.97,8700,Snow Water Equivalent,CO,Routt,Steamboat Lake,Elk River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=467,06J15S  ,ELKC2,8
snotel,1252,9/1/2016,1/1/2100,40.8,-107.1,8780,Snow Water Equivalent,CO,Routt,Headwaters Elkhead Creek,Elkhead Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1252,07J06S  ,EKDC2,8
snotel,1120,8/7/2009,1/1/2100,39.86,-106.42,10520,Snow Water Equivalent,CO,Summit,Deep Creek-Blue River,Elliot Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1120,06K29S  ,ELRC2,8
snotel,1186,7/28/2011,1/1/2100,39.87,-105.87,11150,Snow Water Equivalent,CO,Grand,Saint Louis Creek,Fool Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1186,05K30S  ,FCVC2,8
snotel,485,10/1/1979,1/1/2100,39.38,-106.2,11400,Snow Water Equivalent,CO,Summit,Upper Tenmile Creek,Fremont Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=485,06K08S  ,FMTC2,8
snotel,1057,8/2/2004,1/1/2100,38.88,-105.07,11460,Snow Water Equivalent,CO,Teller,Headwaters Fountain Creek,Glen Cove,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1057,05L11S  ,GLNC2,8
snotel,1058,9/10/2004,1/1/2100,37.47,-106.54,11620,Snow Water Equivalent,CO,Rio Grande,East Fork Pinos Creek,Grayback,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1058,06M21S  ,GYBC2,8
snotel,505,10/1/1979,1/1/2100,39.65,-105.87,11100,Snow Water Equivalent,CO,Summit,North Fork Snake River,Grizzly Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=505,05K09S  ,GZPC2,8
snotel,1102,8/28/2007,1/1/2100,38.29,-105.85,10720,Snow Water Equivalent,CO,Saguache,Piney Creek-San Luis Creek,Hayden Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1102,05L12S  ,HPAC2,8
snotel,1187,7/28/2011,1/1/2100,40.04,-105.75,10620,Snow Water Equivalent,CO,Grand,Meadows Creek-Ranch Creek,High Lonesome,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1187,05J46S  ,HLNC2,8
snotel,531,10/1/1979,1/1/2100,39.36,-106.06,11400,Snow Water Equivalent,CO,Summit,Headwaters Blue River,Hoosier Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=531,06K01S  ,HOOC2,8
snotel,1122,10/1/2008,1/1/2100,40.58,-105.63,9380,Snow Water Equivalent,CO,Larimer,Beaver Creek,Hourglass Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1122,05J11S  ,HRLC2,8
snotel,538,10/1/1979,1/1/2100,37.93,-107.68,9800,Snow Water Equivalent,CO,Ouray,Red Mountain Creek,Idarado,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=538,07M27S  ,IDRC2,8
snotel,542,10/1/1979,1/1/2100,39.08,-106.61,10600,Snow Water Equivalent,CO,Pitkin,Lincoln Creek,Independence Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=542,06K04S  ,IDPC2,8
snotel,547,10/1/1991,1/1/2100,39.29,-106.55,10400,Snow Water Equivalent,CO,Pitkin,Headwaters Fryingpan River,Ivanhoe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=547,06K10S  ,IVHC2,8
snotel,935,8/10/1998,1/1/2100,39.57,-105.8,10960,Snow Water Equivalent,CO,Clear Creek,Geneva Creek,Jackwhacker Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=935,05K26S  ,JWGC2,8
snotel,551,10/1/1978,1/1/2100,40.53,-105.89,10120,Snow Water Equivalent,CO,Larimer,Joe Wright Creek,Joe Wright,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=551,05J37S  ,JWRC2,8
snotel,970,9/30/1999,1/1/2100,39.76,-105.91,10400,Snow Water Equivalent,CO,Grand,Headwaters Williams Fork,Jones Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=970,05K21S  ,JNPC2,8
snotel,556,10/1/1979,1/1/2100,39.32,-106.61,9600,Snow Water Equivalent,CO,Pitkin,Deeds Creek-Fryingpan River,Kiln,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=556,06K30S  ,KLNC2,8
snotel,564,10/1/1978,1/1/2100,39.94,-105.59,9700,Snow Water Equivalent,CO,Gilpin,Middle Boulder Creek,Lake Eldora,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=564,05J41S  ,LELC2,8
snotel,565,10/1/1978,1/1/2100,40.41,-105.82,10700,Snow Water Equivalent,CO,Grand,Headwaters Colorado River,Lake Irene,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=565,05J10S  ,LKIC2,8
snotel,580,10/1/1979,1/1/2100,37.38,-106.55,11000,Snow Water Equivalent,CO,Conejos,Headwaters Alamosa River,Lily Pond,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=580,06M23S  ,LPDC2,8
snotel,586,10/1/1979,1/1/2100,37.8,-107.92,10200,Snow Water Equivalent,CO,Dolores,Headwaters Dolores River,Lizard Head Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=586,07M29S  ,LIZC2,8
snotel,589,10/1/1979,1/1/2100,37.89,-108.2,9600,Snow Water Equivalent,CO,San Miguel,Headwaters Beaver Creek,Lone Cone,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=589,08M07S  ,LNCC2,8
snotel,1123,10/16/2008,1/1/2100,40.51,-105.77,9980,Snow Water Equivalent,CO,Larimer,La Poudre Pass Creek,Long Draw Resv,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1123,05J27S  ,LRVC2,8
snotel,940,8/7/1998,1/1/2100,40.82,-106.75,9320,Snow Water Equivalent,CO,Routt,Outlet North Fork Elk Creek,Lost Dog,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=940,06J38S  ,LOTC2,8
snotel,602,10/1/1991,1/1/2100,39.67,-105.9,11400,Snow Water Equivalent,CO,Clear Creek,Headwaters Clear Creek,Loveland Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=602,05K05S  ,LBAC2,8
snotel,607,10/1/1979,1/1/2100,40.08,-106.67,8880,Snow Water Equivalent,CO,Routt,Headwaters Rock Creek,Lynx Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=607,06J06S  ,LYNC2,8
snotel,905,8/30/1994,1/1/2100,37.43,-108.17,10000,Snow Water Equivalent,CO,Montezuma,West Mancos River,Mancos,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=905,08M02S  ,MNCC2,8
snotel,618,10/1/1979,1/1/2100,39.13,-107.29,8760,Snow Water Equivalent,CO,Gunnison,Lee Creek,Mc Clure Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=618,07K09S  ,MCPC2,8
snotel,1040,10/1/2002,1/1/2100,39.6,-106.54,9480,Snow Water Equivalent,CO,Eagle,June Creek-Eagle River,Mccoy Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1040,06K44S  ,MCYC2,8
snotel,914,10/1/1995,1/1/2100,37.85,-105.44,9649,Snow Water Equivalent,CO,Saguache,Medano Creek,Medano Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=914,05M16S  ,MDPC2,8
snotel,622,10/1/1985,1/1/2100,39.06,-108.06,10000,Snow Water Equivalent,CO,Mesa,Coon Creek,Mesa Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=622,08K04S  ,MESC2,8
snotel,937,8/10/1998,1/1/2100,39.44,-105.91,10600,Snow Water Equivalent,CO,Park,Michigan Creek,Michigan Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=937,05K28S  ,MIHC2,8
snotel,624,10/1/1979,1/1/2100,37.62,-107.03,11250,Snow Water Equivalent,CO,Mineral,Headwaters Red Mountain Creek,Middle Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=624,07M21S  ,MDLC2,8
snotel,1014,9/19/2001,1/1/2100,39.8,-106.03,8940,Snow Water Equivalent,CO,Grand,Headwaters Williams Fork,Middle Fork Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1014,06K12S  ,MFKC2,8
snotel,629,10/1/1978,1/1/2100,37.85,-107.73,10040,Snow Water Equivalent,CO,San Juan,Mineral Creek,Mineral Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=629,07M14S  ,MINC2,8
snotel,632,10/1/1985,1/1/2100,37.75,-107.69,10500,Snow Water Equivalent,CO,San Juan,Tenmile Creek-Animas River,Molas Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=632,07M12S  ,MLSC2,8
snotel,1124,10/1/2008,1/1/2100,37.97,-106.56,11140,Snow Water Equivalent,CO,Saguache,California Gulch,Moon Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1124,06M26S  ,MOPC2,8
snotel,658,10/1/1985,1/1/2100,39.3,-106.61,8700,Snow Water Equivalent,CO,Pitkin,Deeds Creek-Fryingpan River,Nast Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=658,06K06S  ,NSSC2,8
snotel,1031,9/9/2002,1/1/2100,40.4,-105.96,10280,Snow Water Equivalent,CO,Jackson,Jack Creek,Never Summer,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1031,06J27S  ,NEVC2,8
snotel,663,10/1/1979,1/1/2100,40.04,-105.54,9910,Snow Water Equivalent,CO,Boulder,North Boulder Creek,Niwot,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=663,05J42S  ,NIWC2,8
snotel,669,10/1/1984,1/1/2100,39.08,-107.14,9200,Snow Water Equivalent,CO,Gunnison,Yule Creek-Crystal River,North Lost Trail,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=669,07K01S  ,NLSC2,8
snotel,675,10/1/1988,1/1/2100,39.09,-107.63,9840,Snow Water Equivalent,CO,Delta,Cow Creek,Overland Res.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=675,07K14S  ,OVRC2,8
snotel,680,10/1/1979,1/1/2100,38.82,-106.59,9600,Snow Water Equivalent,CO,Gunnison,Taylor Park Reservoir,Park Cone,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=680,06L02S  ,PKCC2,8
snotel,682,10/1/1978,1/1/2100,39.05,-107.87,9960,Snow Water Equivalent,CO,Delta,Surface Creek,Park Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=682,07K06S  ,PRVC2,8
snotel,688,10/1/1979,1/1/2100,40.4,-105.85,9030,Snow Water Equivalent,CO,Grand,Headwaters Colorado River,Phantom Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=688,05J04S  ,PHTC2,8
snotel,701,10/1/1978,1/1/2100,38.49,-106.34,10760,Snow Water Equivalent,CO,Gunnison,Porphyry Creek-Tomichi Creek,Porphyry Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=701,06L03S  ,PRPC2,8
snotel,709,10/1/1985,1/1/2100,40.37,-106.74,9400,Snow Water Equivalent,CO,Routt,Harrison Creek,Rabbit Ears,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=709,06J09S  ,RESC2,8
snotel,1032,9/9/2002,1/1/2100,40.71,-106.01,9020,Snow Water Equivalent,CO,Jackson,Middle Canadian River,Rawah,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1032,06J20S  ,RAWC2,8
snotel,713,10/1/1979,1/1/2100,37.89,-107.71,11200,Snow Water Equivalent,CO,San Juan,Mineral Creek,Red Mountain Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=713,07M33S  ,RMPC2,8
snotel,717,10/1/1985,1/1/2100,40.11,-107.29,10340,Snow Water Equivalent,CO,Rio Blanco,Snell Creek-North Fork White River,Ripple Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=717,07J05S  ,RCPC2,8
snotel,718,10/1/1979,1/1/2100,40.88,-106.05,9700,Snow Water Equivalent,CO,Larimer,Laramie River-Stuck Creek,Roach,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=718,06J12S  ,ROAC2,8
snotel,939,8/10/1998,1/1/2100,39.03,-106.08,10360,Snow Water Equivalent,CO,Park,Headwaters South Fork South Platte River,Rough And Tumble,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=939,06K43S  ,ROUC2,8
snotel,1100,8/30/2007,1/1/2100,38.7,-106.37,10540,Snow Water Equivalent,CO,Chaffee,Headwaters Chalk Creek,Saint Elmo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1100,06L05S  ,CTEC2,8
snotel,1128,10/1/2008,1/1/2100,38.29,-106.37,11530,Snow Water Equivalent,CO,Saguache,Middle Creek,Sargents Mesa,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1128,06L13S  ,SGMC2,8
snotel,1251,9/23/2014,1/1/2100,40.14,-105.59,9620,Snow Water Equivalent,CO,Boulder,Middle Saint Vrain Creek,Sawtooth,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1251,05J45S  ,SATC2,8
snotel,737,10/1/1984,1/1/2100,39.02,-107.05,10700,Snow Water Equivalent,CO,Gunnison,South Fork Crystal River,Schofield Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=737,07K11S  ,SOSC2,8
snotel,739,10/1/1985,1/1/2100,37.65,-108.01,9100,Snow Water Equivalent,CO,Dolores,Scotch Creek-Dolores River,Scotch Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=739,08M08S  ,SHSC2,8
snotel,1060,10/1/2004,1/1/2100,37.5,-108.11,10720,Snow Water Equivalent,CO,Montezuma,Bear Creek,Sharkstooth,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1060,08M04S  ,SKZC2,8
snotel,762,10/1/1979,1/1/2100,37.99,-107.2,11560,Snow Water Equivalent,CO,Hinsdale,Headwaters Cebolla Creek,Slumgullion,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=762,07M30S  ,SLMC2,8
snotel,773,10/1/1990,1/1/2100,37.97,-105.54,10800,Snow Water Equivalent,CO,Custer,Colony Creek-Grape Creek,South Colony,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=773,05M13S  ,SCYC2,8
snotel,780,10/1/1985,1/1/2100,37.7,-107.78,10660,Snow Water Equivalent,CO,San Juan,Lime Creek,Spud Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=780,07M11S  ,SPSC2,8
snotel,793,10/1/1985,1/1/2100,40.23,-105.92,8720,Snow Water Equivalent,CO,Grand,Stillwater Creek,Stillwater Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=793,05J12S  ,SCSC2,8
snotel,797,10/1/1985,1/1/2100,37.48,-107.63,11200,Snow Water Equivalent,CO,San Juan,Virginia Gulch-Florida River,Stump Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=797,07M34S  ,STPC2,8
snotel,802,10/1/1979,1/1/2100,39.72,-106.16,9400,Snow Water Equivalent,CO,Summit,Rock Creek-Blue River,Summit Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=802,06K14S  ,SUMC2,8
snotel,825,10/1/1978,1/1/2100,40.54,-106.68,10500,Snow Water Equivalent,CO,Routt,Fish Creek,Tower,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=825,06J29S  ,TOWC2,8
snotel,827,10/1/1985,1/1/2100,40,-107.24,9700,Snow Water Equivalent,CO,Garfield,Headwaters North Fork White River,Trapper Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=827,07K13S  ,TLSC2,8
snotel,829,10/1/1988,1/1/2100,37.35,-105.23,10860,Snow Water Equivalent,CO,Costilla,North Fork Trinchera Creek,Trinchera,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=829,05M08S  ,TCHC2,8
snotel,838,10/1/1978,1/1/2100,40.03,-105.58,10300,Snow Water Equivalent,CO,Boulder,North Boulder Creek,University Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=838,05J08S  ,UVCC2,8
snotel,839,10/1/1985,1/1/2100,37.72,-107.26,9400,Snow Water Equivalent,CO,Hinsdale,Rio Grande Reservoir,Upper Rio Grande,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=839,07M16S  ,URGC2,8
snotel,840,10/1/1978,1/1/2100,37.49,-106.84,10200,Snow Water Equivalent,CO,Mineral,Wolf Creek,Upper San Juan,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=840,06M03S  ,USJC2,8
snotel,1141,8/26/2009,1/1/2100,38.99,-106.75,10640,Snow Water Equivalent,CO,Gunnison,Upper Taylor River,Upper Taylor,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1141,06L14S  ,UPTC2,8
snotel,1005,8/16/2000,1/1/2100,37.61,-105.37,10650,Snow Water Equivalent,CO,Costilla,East Fork Ute Creek,Ute Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1005,05M17S  ,UTCC2,8
snotel,842,10/1/1978,1/1/2100,39.62,-106.38,10300,Snow Water Equivalent,CO,Eagle,Middle Gore Creek,Vail Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=842,06K39S  ,VLMC2,8
snotel,843,10/1/1985,1/1/2100,37.49,-107.51,10880,Snow Water Equivalent,CO,La Plata,Indian Creek-Los Pinos River,Vallecito,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=843,07M31S  ,VALC2,8
snotel,1188,7/28/2011,1/1/2100,37.88,-107.36,11100,Snow Water Equivalent,CO,Hinsdale,Lake Sanc Cristobal-Lake Fork,Wager Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1188,07M37S  ,WRGC2,8
snotel,1160,10/1/2010,1/1/2100,37.52,-107.32,10740,Snow Water Equivalent,CO,Archuleta,Sand Creek,Weminuche Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1160,07M36S  ,WMNC2,8
snotel,857,10/1/1979,1/1/2100,37.21,-105.12,10220,Snow Water Equivalent,CO,Las Animas,North Fork Purgatoire River,Whiskey Ck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=857,05M14S  ,WSKC2,8
snotel,1042,12/13/2002,1/1/2100,40.2,-105.6,9560,Snow Water Equivalent,CO,Boulder,Headwaters North Saint Vrain Creek,Wild Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1042,05J05S  ,WLBC2,8
snotel,869,10/1/1978,1/1/2100,40.35,-106.09,9540,Snow Water Equivalent,CO,Grand,Upper Willow Creek,Willow Creek Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=869,06J05S  ,WLLC2,8
snotel,870,10/1/1979,1/1/2100,40.43,-105.73,10700,Snow Water Equivalent,CO,Larimer,Fall River,Willow Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=870,05J40S  ,WPRC2,8
snotel,874,10/1/1985,1/1/2100,37.48,-106.8,11000,Snow Water Equivalent,CO,Mineral,Wolf Creek,Wolf Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=874,06M17S  ,WCSC2,8
snotel,1033,8/14/2002,1/1/2100,40.79,-106.6,9340,Snow Water Equivalent,CO,Jackson,Middle North Fork North Platte River,Zirkel,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1033,06J19S  ,ZIRC2,8
snotel,306,10/1/1978,1/1/2100,43.76,-115.24,7580,Snow Water Equivalent,ID,Elmore,Bald Mountain Creek-Middle Fork Boise River,Atlanta Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=306,15F04S  ,ATAI1,8
snotel,312,10/1/1979,1/1/2100,44.3,-115.23,7040,Snow Water Equivalent,ID,Boise,Canyon Creek,Banner Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=312,15E11S  ,BASI1,8
snotel,319,10/1/1979,1/1/2100,44.95,-116.14,5350,Snow Water Equivalent,ID,Adams,Upper Goose Creek,Bear Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=319,16E11S  ,BRBI1,8
snotel,320,10/1/1979,1/1/2100,43.74,-113.94,7900,Snow Water Equivalent,ID,Custer,Upper Star Hope Creek,Bear Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=320,13F03S  ,BECI1,8
snotel,323,10/1/1979,1/1/2100,48.31,-116.07,5400,Snow Water Equivalent,ID,Bonner,Middle Lightning Creek,Bear Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=323,16A08S  ,BRMI1,8
