network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,1207,8/26/2016,1/1/2100,41.89,-115.86,6915,Snow Water Equivalent,NV,Elko,Merritt Creek-Sheep Creek,Merritt Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1207,15H20S  ,MERN2,8
snotel,652,10/1/1979,1/1/2100,39.32,-119.89,8801,Snow Water Equivalent,NV,Washoe,Hidden Valley-Steamboat Creek,Mt Rose Ski Area,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=652,19K07S  ,MRSN2,8
snotel,1272,5/22/2018,1/1/2100,41.86,-115.08,6520,Snow Water Equivalent,NV,Elko,Pole Creek,ONeil Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1272,15H25S  ,ONLN2,8
snotel,1244,7/8/2013,1/1/2100,40.86,-115.12,7760,Snow Water Equivalent,NV,Elko,Woods Creek-Franklin River,Pole Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1244,15J20S  ,POLN2,8
snotel,698,10/1/1979,1/1/2100,41.87,-115.25,8360,Snow Water Equivalent,NV,Elko,Upper Big Flat Creek,Pole Creek R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=698,15H14S  ,PRSN2,8
snotel,2170,9/17/2014,1/1/2100,39.47,-117.62,7187,Snow Water Equivalent,NV,Lander,Porter Canyon-Porter Creek,Porter Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2170,SC2170  ,PRTN2,8
snotel,1110,6/2/2008,1/1/2100,36.25,-115.63,7860,Snow Water Equivalent,NV,Clark,Kyle Canyon,Rainbow Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1110,15N11S  ,RACN2,8
snotel,746,10/1/1978,1/1/2100,41.74,-115.47,7350,Snow Water Equivalent,NV,Elko,Annie Creek-Bruneau River,Seventysix Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=746,15H03S  ,SSCN2,8
snotel,750,10/1/1988,1/1/2100,41.9,-119.44,5865,Snow Water Equivalent,NV,Washoe,Catnip Creek,Sheldon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=750,19H05S  ,SHEN2,8
snotel,1194,9/12/2011,1/1/2100,41.49,-119,7615,Snow Water Equivalent,NV,Humboldt,Summit Lake,Summit Lk,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1194,18H02S  ,MTLN2,8
snotel,811,10/1/1979,1/1/2100,41.23,-116.03,6325,Snow Water Equivalent,NV,Elko,Upper Taylors Canyon Creek,Taylor Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=811,15H09S  ,TACN2,8
snotel,1136,7/7/2009,1/1/2100,41.32,-116.34,7690,Snow Water Equivalent,NV,Elko,Toe Jam Creek,Toe Jam,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1136,16H07S  ,TJMN2,8
snotel,1137,6/22/2011,1/1/2100,39.45,-115.98,7890,Snow Water Equivalent,NV,Eureka,Torre Creek-Slough Creek-Frontal Diamond Valley,Vacarro Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1137,15K04S  ,VCSN2,8
snotel,849,10/1/1979,1/1/2100,39.13,-114.96,9163,Snow Water Equivalent,NV,White Pine,Holt Creek,Ward Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=849,14K05S  ,WDMN2,8
snotel,1147,7/26/2010,1/1/2100,39.01,-114.31,10060,Snow Water Equivalent,NV,White Pine,Lehman Creek,Wheeler Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1147,14L04S  ,WHPN2,8
snotel,302,10/30/1980,1/1/2100,45.21,-117.19,7400,Snow Water Equivalent,OR,Wallowa,West Fork Wallowa River-Wallowa River,Aneroid Lake #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=302,17D02S  ,ANRO3,8
snotel,1000,9/15/2000,1/1/2100,42.87,-122.17,6010,Snow Water Equivalent,OR,Klamath,Upper Annie Creek,Annie Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1000,22G06S  ,ANSO3,8
snotel,304,10/1/1978,1/1/2100,45.19,-119.25,5770,Snow Water Equivalent,OR,Morrow,Upper Fivemile Creek,Arbuckle Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=304,19D02S  ,ARBO3,8
snotel,1166,7/18/2011,1/1/2100,44.33,-122.09,4720,Snow Water Equivalent,OR,Linn,Smith River,Bear Grass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1166,22E10S  ,BKSO3,8
snotel,331,10/1/1980,1/1/2100,45.15,-118.22,5150,Snow Water Equivalent,OR,Union,Upper Beaver Creek,Beaver Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=331,18D09S  ,BVRO3,8
snotel,341,10/1/1980,1/1/2100,42.05,-122.85,6050,Snow Water Equivalent,OR,Jackson,Upper Little Applegate River,Big Red Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=341,22G21S  ,BRMO3,8
snotel,343,10/1/1979,1/1/2100,42.08,-123.34,5130,Snow Water Equivalent,OR,Josephine,Sturgis Fork Carberry Creek,Bigelow Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=343,23G15S  ,BGCO3,8
snotel,344,10/1/1978,1/1/2100,42.41,-122.27,5280,Snow Water Equivalent,OR,Klamath,Seldom Creek,Billie Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=344,22G13S  ,BCDO3,8
snotel,351,10/1/1980,1/1/2100,45.43,-121.86,3650,Snow Water Equivalent,OR,Clackamas,Clear Creek-Sandy River,Blazed Alder,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=351,21D33S  ,BLAO3,8
snotel,357,10/1/1978,1/1/2100,44.25,-118.52,5870,Snow Water Equivalent,OR,Grant,Summit Creek,Blue Mountain Spring,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=357,18E16S  ,BLPO3,8
snotel,361,10/1/1978,1/1/2100,44.83,-118.19,5850,Snow Water Equivalent,OR,Baker,Cracker Creek,Bourne,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=361,18E05S  ,BORO3,8
snotel,362,10/1/1978,1/1/2100,45.36,-118.47,4530,Snow Water Equivalent,OR,Umatilla,Johnson Creek,Bowman Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=362,18D20S  ,BMSO3,8
snotel,388,10/1/1980,1/1/2100,43.59,-122.06,5100,Snow Water Equivalent,OR,Deschutes,Upper Salt Creek,Cascade Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=388,22F03S  ,CSTO3,8
snotel,395,10/1/1980,1/1/2100,43.23,-121.81,4850,Snow Water Equivalent,OR,Klamath,Deer Creek,Chemult Alternate,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=395,21F22S  ,CHUO3,8
snotel,398,10/1/1980,1/1/2100,45.1,-121.75,3400,Snow Water Equivalent,OR,Clackamas,Headwaters Oak Grove Fork Clackamas River,Clackamas Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=398,21D13S  ,CLLO3,8
snotel,401,10/1/1980,1/1/2100,45.19,-121.69,3810,Snow Water Equivalent,OR,Wasco,Clear Creek,Clear Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=401,21D12S  ,CLKO3,8
snotel,406,10/1/1980,1/1/2100,42.53,-122.18,5940,Snow Water Equivalent,OR,Klamath,Upper Fourmile Creek,Cold Springs Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=406,22G24S  ,CSCO3,8
snotel,422,10/1/1980,1/1/2100,45.19,-118.55,4830,Snow Water Equivalent,OR,Umatilla,Middle Meadow Creek,County Line,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=422,18D08S  ,COLO3,8
snotel,1010,9/4/2001,1/1/2100,42.64,-120.95,6180,Snow Water Equivalent,OR,Klamath,Paradise Creek,Crazyman Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1010,20G12S  ,CZFO3,8
snotel,434,10/1/1978,1/1/2100,44.52,-122.09,3690,Snow Water Equivalent,OR,Linn,Pyramid Creek,Daly Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=434,22E08S  ,DALO3,8
snotel,440,10/1/1980,1/1/2100,44.45,-119.93,5850,Snow Water Equivalent,OR,Wheeler,Jackson Creek,Derr.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=440,19E03S  ,DERO3,8
snotel,442,10/1/1980,1/1/2100,43.19,-122.14,5280,Snow Water Equivalent,OR,Douglas,Lake Creek,Diamond Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=442,22F18S  ,DIAO3,8
snotel,464,10/1/1980,1/1/2100,44.87,-118.11,5510,Snow Water Equivalent,OR,Baker,Rock Creek,Eilertson Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=464,18E03S  ,EIMO3,8
snotel,470,10/1/1980,1/1/2100,45.56,-118.45,3800,Snow Water Equivalent,OR,Umatilla,Iskuulpa Creek,Emigrant Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=470,18D04S  ,ESPO3,8
snotel,477,10/1/1979,1/1/2100,42.71,-118.63,7660,Snow Water Equivalent,OR,Harney,Fish Creek,Fish Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=477,18G02S  ,FCKO3,8
snotel,479,10/1/1979,1/1/2100,42.38,-122.35,4660,Snow Water Equivalent,OR,Jackson,Upper North Fork Little Butte Creek,Fish Lk.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=479,22G14S  ,FISO3,8
snotel,483,10/1/1978,1/1/2100,42.44,-122.23,5970,Snow Water Equivalent,OR,Klamath,Upper Fourmile Creek,Fourmile Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=483,22G12S  ,FRLO3,8
snotel,945,10/1/1998,1/1/2100,42.21,-121.13,4890,Snow Water Equivalent,OR,Klamath,Gerber Reservoir,Gerber Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=945,21G04S  ,GSTO3,8
snotel,494,10/1/1980,1/1/2100,44.76,-118.31,5410,Snow Water Equivalent,OR,Grant,Bull Run Creek,Gold Center,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=494,18E08S  ,GLDO3,8
snotel,504,10/1/1978,1/1/2100,45.62,-121.7,3310,Snow Water Equivalent,OR,Hood River,Lower West Fork Hood River,Greenpoint,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=504,21D01S  ,GRPO3,8
snotel,523,10/1/1978,1/1/2100,45.7,-118.11,4920,Snow Water Equivalent,OR,Umatilla,Buck Creek-South Fork Umatilla River,High Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=523,18D19S  ,HIRO3,8
snotel,526,10/1/1978,1/1/2100,44.42,-121.86,4790,Snow Water Equivalent,OR,Linn,Parks Creek-Lost Lake,Hogg Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=526,21E06S  ,HOPO3,8
snotel,529,10/1/1980,1/1/2100,43.67,-122.57,4930,Snow Water Equivalent,OR,Lane,Layng Creek,Holland Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=529,22F42S  ,HLMO3,8
snotel,1158,9/26/2012,1/1/2100,42.22,-122.37,4580,Snow Water Equivalent,OR,Jackson,Upper Jenny Creek,Howard Prairie,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1158,22G26S  ,HOWO3,8
snotel,545,10/1/1978,1/1/2100,43.8,-121.95,5540,Snow Water Equivalent,OR,Deschutes,Deer Creek,Irish Taylor,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=545,21F21S  ,BEDO3,8
snotel,552,10/1/1978,1/1/2100,44.39,-122.17,3520,Snow Water Equivalent,OR,Linn,Sevenmile Creek-South Santiam River,Jump Off Joe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=552,22E07S  ,JOJO3,8
snotel,558,10/1/1980,1/1/2100,42.72,-123.2,4340,Snow Water Equivalent,OR,Jackson,Whitehorse Creek-Cow Creek,King Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=558,23G09S  ,KIMO3,8
snotel,563,10/1/1978,1/1/2100,44.21,-118.64,5240,Snow Water Equivalent,OR,Grant,Lake Creek,Lake Creek R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=563,18E18S  ,LKCO3,8
snotel,584,10/1/1978,1/1/2100,44.61,-122.23,4020,Snow Water Equivalent,OR,Linn,Headwaters Quartzville Creek,Little Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=584,22E09S  ,LMDO3,8
snotel,605,10/1/1978,1/1/2100,45.27,-118.85,4970,Snow Water Equivalent,OR,Umatilla,West Birch Creek,Lucky Strike,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=605,18D06S  ,LUKO3,8
snotel,608,10/1/1980,1/1/2100,45.11,-119.5,5150,Snow Water Equivalent,OR,Morrow,Chapin Creek-Rock Creek,Madison Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=608,19D03S  ,MDBO3,8
snotel,614,10/1/1980,1/1/2100,44.59,-121.97,2590,Snow Water Equivalent,OR,Linn,Minto Creek-North Santiam River,Marion Forks,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=614,21E04S  ,MRFO3,8
snotel,619,10/1/1980,1/1/2100,44.21,-121.87,4770,Snow Water Equivalent,OR,Lane,White Branch,Mckenzie,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=619,21E07S  ,MKZO3,8
snotel,1079,9/19/2007,1/1/2100,45.98,-117.95,5580,Snow Water Equivalent,OR,Wallowa,Upper Mill Creek,Milk Shakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1079,17D20S  ,MLKO3,8
snotel,1084,9/22/2006,1/1/2100,45.25,-123.28,420,Snow Water Equivalent,OR,Yamhill,Baker Creek,Miller Woods,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1084,23D03S  ,MWDO3,8
snotel,647,10/1/1980,1/1/2100,45.27,-117.69,5760,Snow Water Equivalent,OR,Union,Mill Creek,Moss Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=647,17D06S  ,MOSO3,8
snotel,651,10/1/1980,1/1/2100,45.32,-121.72,5370,Snow Water Equivalent,OR,Clackamas,Upper Salmon River,Mt Hood Test Site,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=651,21D08S  ,MTHO3,8
snotel,653,10/1/1980,1/1/2100,45.27,-117.17,7910,Snow Water Equivalent,OR,Wallowa,Upper Prairie Creek,Mt. Howard,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=653,17D18S  ,MHWO3,8
snotel,655,10/1/1978,1/1/2100,45.25,-121.74,4070,Snow Water Equivalent,OR,Clackamas,Upper Salmon River,Mud Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=655,21D35S  ,MUDO3,8
snotel,660,10/1/1980,1/1/2100,43.51,-121.98,4910,Snow Water Equivalent,OR,Klamath,Upper Crescent Creek,New Crescent Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=660,21F10S  ,NCLO3,8
snotel,666,10/1/1978,1/1/2100,45.55,-122,3060,Snow Water Equivalent,OR,Multnomah,Middle Bull Run River,North Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=666,22D02S  ,NFRO3,8
snotel,671,10/1/1980,1/1/2100,44.43,-120.33,5430,Snow Water Equivalent,OR,Crook,Headwaters Ochoco Creek,Ochoco Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=671,20E02S  ,OCMO3,8
snotel,687,10/1/1980,1/1/2100,45.04,-121.93,3420,Snow Water Equivalent,OR,Clackamas,Cot Creek-Oat Grove Fork Clackamas River,Peavine Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=687,21D14S  ,PVRO3,8
snotel,706,10/1/1980,1/1/2100,42.32,-120.83,5720,Snow Water Equivalent,OR,Lake,Middle South Fork Sprague River,Quartz Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=706,20G06S  ,QRMO3,8
snotel,710,10/1/1980,1/1/2100,43.66,-122.21,2680,Snow Water Equivalent,OR,Lane,Middle Salt Creek,Railroad Overpass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=710,22F05S  ,RROO3,8
snotel,712,10/1/1978,1/1/2100,45.46,-121.7,4410,Snow Water Equivalent,OR,Hood River,Lower Middle Fork Hood River,Red Hill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=712,21D04S  ,REDO3,8
snotel,719,10/1/1980,1/1/2100,43.9,-122.03,4950,Snow Water Equivalent,OR,Lane,Roaring River-South Fork McKenzie River,Roaring River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=719,22F43S  ,RORO3,8
snotel,721,10/1/1980,1/1/2100,44.01,-118.84,5290,Snow Water Equivalent,OR,Grant,Calamity Creek,Rock Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=721,18F01S  ,RCSO3,8
snotel,726,10/1/1978,1/1/2100,45.54,-123.37,3110,Snow Water Equivalent,OR,Washington,Headwaters Tualatin River,Saddle Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=726,23D01S  ,SDMO3,8
snotel,729,10/1/1980,1/1/2100,43.61,-122.12,4220,Snow Water Equivalent,OR,Lane,Upper Salt Creek,Salt Creek Falls,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=729,22F04S  ,SCFO3,8
snotel,733,10/1/1978,1/1/2100,44.44,-121.95,3740,Snow Water Equivalent,OR,Linn,Parks Creek-Lost Lake,Santiam Jct.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=733,21E05S  ,SAJO3,8
snotel,736,10/1/1980,1/1/2100,45,-117.17,5400,Snow Water Equivalent,OR,Baker,Clear Creek,Schneider Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=736,17D08S  ,SCHO3,8
snotel,743,10/1/1980,1/1/2100,45.53,-123.3,2060,Snow Water Equivalent,OR,Washington,Sain Creek-Scoggins Creek,Seine Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=743,23D02S  ,SECO3,8
snotel,745,10/1/1980,1/1/2100,42.7,-122.14,5700,Snow Water Equivalent,OR,Klamath,Sevenmile Creek,Sevenmile Marsh,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=745,22G33S  ,SVMO3,8
snotel,756,10/1/1980,1/1/2100,42.96,-121.18,5740,Snow Water Equivalent,OR,Lake,West Fork Silver Creek,Silver Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=756,21F12S  ,SVCO3,8
snotel,759,10/1/1979,1/1/2100,42.75,-118.69,6990,Snow Water Equivalent,OR,Harney,Mud Creek,Silvies,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=759,18G01S  ,SLVO3,8
snotel,1167,10/1/2011,1/1/2100,44.3,-122.04,3270,Snow Water Equivalent,OR,Linn,Smith River,Smith Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1167,22E11S  ,SMTO3,8
snotel,767,10/1/1978,1/1/2100,43.95,-119.54,6230,Snow Water Equivalent,OR,Harney,Crowsfoot Creek-Emigrant Creek,Snow Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=767,19F01S  ,SNWO3,8
snotel,925,9/18/1997,1/1/2100,45.45,-122.03,2690,Snow Water Equivalent,OR,Clackamas,South Fork Bull Run River,South Fork Bull Run,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=925,22D03S  ,SFBO3,8
snotel,789,10/1/1980,1/1/2100,44.26,-119.02,5250,Snow Water Equivalent,OR,Grant,Starr Creek-Silvies River,Starr Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=789,19E07S  ,STRO3,8
snotel,794,10/1/1980,1/1/2100,42.13,-120.84,5770,Snow Water Equivalent,OR,Lake,Barnes Valley Creek,Strawberry,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=794,20G09S  ,STWO3,8
snotel,800,10/1/1978,1/1/2100,42.7,-120.8,7080,Snow Water Equivalent,OR,Lake,Headwaters Sycan River,Summer Rim,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=800,20G02S  ,SMRO3,8
snotel,801,10/1/1978,1/1/2100,43.45,-122.14,5610,Snow Water Equivalent,OR,Klamath,Summit Lake,Summit Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=801,22F14S  ,SMLO3,8
snotel,1078,6/28/2006,1/1/2100,42.79,-121.98,5400,Snow Water Equivalent,OR,Klamath,Egan Spring-Williamson River,Sun Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1078,21G17S  ,SSSO3,8
snotel,1077,10/1/2006,1/1/2100,42.41,-121.68,6830,Snow Water Equivalent,OR,Klamath,Grizzly Butte,Swan Lake Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1077,21G16S  ,SWNO3,8
snotel,810,10/1/1978,1/1/2100,42.69,-121.43,5030,Snow Water Equivalent,OR,Klamath,Chester Spring-Sycan River,Taylor Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=810,21G03S  ,TYBO3,8
snotel,812,10/1/1979,1/1/2100,45.08,-117.55,5740,Snow Water Equivalent,OR,Baker,South Fork Catherine Creek,Taylor Green,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=812,17D07S  ,TYLO3,8
snotel,815,10/1/1980,1/1/2100,44.14,-121.64,5690,Snow Water Equivalent,OR,Deschutes,Three Creek,Three Creeks Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=815,21E13S  ,TCMO3,8
snotel,821,10/1/1980,1/1/2100,44.66,-118.43,5150,Snow Water Equivalent,OR,Baker,Upper North Fork Burnt River,Tipton,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=821,18E09S  ,TIPO3,8
snotel,1044,10/1/2003,1/1/2100,43.23,-122.43,3240,Snow Water Equivalent,OR,Douglas,Lower Fish Creek,Toketee Airstrip,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1044,22F45S  ,TOKO3,8
snotel,873,10/1/1978,1/1/2100,45.07,-118.15,5630,Snow Water Equivalent,OR,Union,Upper Wolf Creek,Wolf Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=873,18D21S  ,WFCO3,8
snotel,354,10/1/1989,1/1/2100,44.11,-103.98,6890,Snow Water Equivalent,SD,Pennington,Upper Castle Creek,Blind Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=354,03E03S  ,BLPS2,8
snotel,920,8/9/1996,1/1/2100,44.21,-103.79,6130,Snow Water Equivalent,SD,Lawrence,North Fork Rapid Creek,North Rapid Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=920,03E05S  ,NRPS2,8
snotel,907,9/16/1994,1/1/2100,37.52,-112.27,8900,Snow Water Equivalent,UT,Kane,East Fork Sevier River Headwaters,Agua Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=907,12M26S  ,AGUU1,8
snotel,992,10/18/2010,1/1/2100,40.89,-110.83,8777,Snow Water Equivalent,UT,Summit,Cottonwood Creek-Mill Creek,Bear River RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=992,10J17S  ,STLU1,8
snotel,329,10/1/1979,1/1/2100,39.14,-111.56,7990,Snow Water Equivalent,UT,Sanpete,Headwaters Twelvemile Creek,Beaver Dams,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=329,11K13S  ,BVDU1,8
snotel,330,10/1/1978,1/1/2100,40.61,-111.1,8280,Snow Water Equivalent,UT,Summit,Shingle Creek-Provo River,Beaver Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=330,11J46S  ,NWZU1,8
snotel,332,10/1/1978,1/1/2100,41.38,-111.94,7689,Snow Water Equivalent,UT,Weber,Cutler Creek-North Fork Ogden River,Ben Lomond Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=332,11H08S  ,BLPU1,8
snotel,333,10/1/1979,1/1/2100,41.38,-111.92,5972,Snow Water Equivalent,UT,Weber,Cutler Creek-North Fork Ogden River,Ben Lomond Trail,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=333,11H30S  ,BLTU1,8
snotel,1214,5/9/2012,1/1/2100,40.46,-112.25,6520,Snow Water Equivalent,UT,Tooele,Settlement Canyon,Bevans Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1214,12J02S  ,BENU1,8
snotel,339,10/1/1978,1/1/2100,38.3,-112.36,10349,Snow Water Equivalent,UT,Beaver,Three Creeks,Big Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=339,12L07S  ,BGFU1,8
snotel,348,10/1/1979,1/1/2100,38.68,-111.6,9414,Snow Water Equivalent,UT,Sevier,U M Creek,Black Flat-U.M. Ck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=348,11L04S  ,BFTU1,8
snotel,1162,10/22/2010,1/1/2100,40.96,-110.58,8869,Snow Water Equivalent,UT,Summit,Lower Cottonwood Creek,Blacks Fork Jct,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1162,10J22S  ,BLJU1,8
snotel,1278,10/4/2016,1/1/2100,38.95,-112.15,9319,Snow Water Equivalent,UT,Millard,North Fork Chalk Creek,Bobs Hollow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1278,12L16S  ,     ,8
snotel,364,10/1/1978,1/1/2100,38.51,-112.02,9853,Snow Water Equivalent,UT,Sevier,Greenwich Creek,Box Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=364,12L04S  ,BXCU1,8
snotel,1156,8/23/2010,1/1/2100,38.5,-112.01,9228,Snow Water Equivalent,UT,Piute,Box Creek,Box Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1156,12L05S  ,SQUU1,8
snotel,1154,8/23/2011,1/1/2100,37.68,-112.86,10039,Snow Water Equivalent,UT,Iron,Dry Lakes Creek,Brian Head,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1154,12M14S  ,BRHU1,8
snotel,366,10/1/1985,1/1/2100,40.6,-111.58,8766,Snow Water Equivalent,UT,Salt Lake,Headwaters Big Cottonwood Canyon,Brighton,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=366,11J57S  ,BRIU1,8
snotel,368,10/1/1978,1/1/2100,40.58,-110.59,10574,Snow Water Equivalent,UT,Duchesne,Brown Duck Creek-Lake Fork River,Brown Duck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=368,10J30S  ,BNDU1,8
snotel,371,10/1/1978,1/1/2100,39.13,-111.44,9409,Snow Water Equivalent,UT,Sanpete,Ferron Reservoir-Ferron Creek,Buck Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=371,11K31S  ,BUFU1,8
snotel,1192,11/22/2011,1/1/2100,40.84,-110.66,9632,Snow Water Equivalent,UT,Summit,Upper Cottonwood Creek,Buck Pasture,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1192,10J23S  ,BCZU1,8
snotel,1153,5/17/2012,1/1/2100,37.87,-109.45,8924,Snow Water Equivalent,UT,San Juan,North Creek-Montezuma Creek,Buckboard Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1153,09M01S  ,BUCU1,8
